SchoolYear,ESD,CountyNumber,County,CountyDistrictNumber,District,BuildingNumber,School,GradeTested,ELATotalTestedNotTested,ELATotalTested,ELAMetStandardIncludingPrevPass,ELAPercentMetStandardIncludingPrevPass,ELAMetStandardWithoutPrevPass,ELAPercentMetStandardWithoutPrevPass,ELAPercentMetStandardExcludingNoScore,ELALevel1,ELAPercentLevel1,ELALevel2,ELAPercentLevel2,ELALevelBasic,ELAPercentLevelBasic,ELALevel3,ELAPercentLevel3,ELALevel4,ELAPercentLevel4,ELANoScore,ELAPercentNoScore,ELANotMet,ELAPercentNotMet,ELAExcusedAbsence,ELAExempted,ELAWAASPORT,ELAWAASDAPE,MathTotalTestedNotTested,MathTotalTested,MathMetStandardIncludingPrevPass,MathPercentMetStandardIncludingPrevPass,MathMetStandardWithoutPrevPass,MathPercentMetStandardWithoutPrevPass,MathPercentMetStandardExcludingNoScore,MathLevel1,MathPercentLevel1,MathLevel2,MathPercentLevel2,MathLevelBasic,MathPercentLevelBasic,MathLevel3,MathPercentLevel3,MathLevel4,MathPercentLevel4,MathNoScore,MathPercentNoScore,MathNotMet,MathPercentNotMet,MathExcusedAbsence,MathExempted,MathWAASPORT,MathWAASDAPE,ELALevelIndex,MathLevelIndex
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,3144,Washington Elementary School,5,85,83,47,55.2,47,55.2,56.6,7,8.19,29,34.1,3,3.5,34,40,10,11.69,2,2.29,38,44.7,1,7,3,,85,84,39,45.79,39,45.79,46.4,16,18.8,29,34.1,4,4.7,25,29.39,10,11.69,1,1.1,46,54.1,1,7,3,,2.43,2.22
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,3267,Highlands Middle School,6,330,326,129,39,129,39,39.6,100,30.3,97,29.3,1,0.3,90,27.19,38,11.5,4,1.19,201,60.89,,22,6,,328,327,79,24,79,24,24.2,143,43.5,105,32,1,0.3,43,13.09,35,10.59,1,0.3,249,75.9,,24,6,,2.16,1.89
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,3267,Highlands Middle School,7,289,286,129,44.6,129,44.6,45.1,92,31.8,65,22.39,4,1.3,91,31.39,34,11.69,3,1,160,55.29,1,22,2,,290,284,82,28.19,82,28.19,28.9,124,42.7,78,26.8,0,0,54,18.6,28,9.59,6,2,208,71.7,1,20,2,,2.18,1.9
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,3267,Highlands Middle School,8,295,292,118,40,118,40,40.4,89,30.1,85,28.8,4,1.3,88,29.8,26,8.8,3,1,177,60,,21,4,,294,289,82,27.8,82,27.8,28.4,131,44.5,76,25.8,1,0.3,36,12.19,45,15.3,5,1.7,212,72.09,,22,5,,2.12,1.94
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,3315,Edison Elementary School - Kennewick,3,102,101,39,38.2,39,38.2,38.6,28,27.39,34,33.29,1,0.9,23,22.5,15,14.69,1,0.9,63,61.7,,9,,,101,100,33,32.6,33,32.6,33,35,34.6,32,31.6,1,0.9,25,24.69,7,6.9,1,0.9,68,67.29,1,9,,,2.2,1.99
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,3315,Edison Elementary School - Kennewick,4,69,69,25,36.2,25,36.2,36.2,23,33.29,21,30.39,0,0,16,23.1,9,13,0,0,44,63.7,,6,1,,70,70,19,27.1,19,27.1,27.1,20,28.5,31,44.2,0,0,12,17.1,7,10,0,0,51,72.79,,6,,,2.15,2.08
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,3315,Edison Elementary School - Kennewick,5,83,82,29,34.89,29,34.89,35.4,32,38.5,21,25.3,1,1.19,24,28.89,4,4.79,1,1.19,54,65,,4,,,82,82,13,15.8,13,15.8,15.9,41,50,28,34.1,1,1.19,6,7.29,6,7.29,0,0,69,84.09,,4,,,1.95,1.69
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,3369,Vista Elementary School,3,106,106,34,32,34,32,32.1,49,46.2,23,21.6,0,0,14,13.19,20,18.8,0,0,72,67.9,,6,3,,106,106,33,31.1,33,31.1,31.1,47,44.29,26,24.5,0,0,15,14.09,18,16.89,0,0,73,68.79,,6,3,,2.04,2.03
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,3369,Vista Elementary School,4,101,101,59,58.39,59,58.39,58.4,24,23.69,18,17.8,0,0,23,22.69,36,35.6,0,0,42,41.5,1,6,1,,99,99,50,50.5,50,50.5,50.5,16,16.1,33,33.29,0,0,20,20.19,30,30.3,0,0,49,49.39,1,6,1,,2.7,2.64
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,3369,Vista Elementary School,5,83,83,48,57.79,48,57.79,57.8,19,22.8,16,19.19,0,0,28,33.7,20,24,0,0,35,42.1,,9,6,,83,83,31,37.29,31,37.29,37.3,23,27.69,29,34.89,0,0,9,10.8,22,26.5,0,0,52,62.6,,9,6,,2.58,2.36
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,3472,Park Middle School,6,275,275,98,35.6,98,35.6,35.6,75,27.19,102,37,0,0,75,27.19,23,8.3,0,0,177,64.29,,19,,,274,274,40,14.5,40,14.5,14.6,125,45.6,109,39.7,0,0,29,10.5,11,4,0,0,234,85.4,,19,,,2.16,1.73
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,3472,Park Middle School,7,294,285,100,34,100,34,35.1,108,36.7,77,26.1,0,0,74,25.1,26,8.8,9,3,194,65.9,,26,,,297,294,52,17.5,52,17.5,17.7,133,44.7,109,36.7,0,0,39,13.09,13,4.29,3,1,245,82.4,,22,,,1.99,1.75
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,3472,Park Middle School,8,247,239,89,36,89,36,37.2,69,27.89,81,32.7,0,0,69,27.89,20,8,8,3.2,158,63.89,,28,,,249,240,64,25.69,64,25.69,26.7,93,37.29,83,33.29,0,0,32,12.8,32,12.8,9,3.6,185,74.2,,27,,,2.09,1.93
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,3731,Kamiakin High School,11,417,125,87,20.8,87,20.8,69.6,10,2.29,28,6.7,0,0,49,11.69,38,9.09,292,70,330,79.09,,40,2,,416,28,13,3.1,13,3.1,46.4,4,0.9,11,2.6,0,0,7,1.6,6,1.39,388,93.2,403,96.79,,42,2,,0.87,0.16
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,4028,Desert Hills Middle School,6,334,333,191,57.1,191,57.1,57.4,46,13.69,96,28.69,0,0,119,35.6,72,21.5,1,0.2,143,42.79,,12,3,,334,326,150,44.89,150,44.89,46,75,22.39,101,30.19,0,0,79,23.6,71,21.19,8,2.29,184,55,,12,3,,2.64,2.38
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,4028,Desert Hills Middle School,7,318,315,214,67.2,214,67.2,67.9,30,9.4,71,22.3,0,0,138,43.29,76,23.8,3,0.9,104,32.7,1,13,5,,318,316,146,45.89,146,45.89,46.2,53,16.6,117,36.7,0,0,88,27.6,58,18.19,2,0.6,172,54,1,14,5,,2.79,2.46
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,4028,Desert Hills Middle School,8,315,304,214,67.9,214,67.9,70.4,33,10.4,57,18,0,0,144,45.7,70,22.19,11,3.39,101,32,1,13,,,313,300,155,49.5,155,49.5,51.7,56,17.8,89,28.39,0,0,80,25.5,75,23.89,13,4.09,158,50.39,1,12,,,2.72,2.47
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,4072,Canyon View Elementary School,3,101,100,35,34.6,35,34.6,35,31,30.6,34,33.6,1,0.9,20,19.8,14,13.8,1,0.9,66,65.29,,10,1,,98,97,40,40.79,40,40.79,41.2,24,24.39,33,33.6,1,1,34,34.6,5,5.09,1,1,58,59.1,,12,1,,2.12,2.16
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,4072,Canyon View Elementary School,4,82,82,30,36.5,30,36.5,36.6,25,30.39,27,32.89,1,1.19,15,18.19,14,17,0,0,52,63.39,,4,5,,82,81,32,39,32,39,39.5,19,23.1,30,36.5,1,1.19,22,26.8,9,10.9,1,1.19,50,60.89,,4,5,,2.19,2.2
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,4072,Canyon View Elementary School,5,90,89,34,37.7,34,37.7,38.2,26,28.8,29,32.2,0,0,27,30,7,7.7,1,1.1,56,62.2,,,4,,90,89,22,24.39,22,24.39,24.7,34,37.7,33,36.6,0,0,11,12.19,11,12.19,1,1.1,68,75.5,,,4,,2.14,1.96
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,4073,Southgate Elementary School,3,106,104,52,49,52,49,50,25,23.5,27,25.39,0,0,30,28.3,22,20.69,2,1.8,54,50.89,,9,,,105,103,67,63.79,67,63.79,65,10,9.5,26,24.69,0,0,47,44.7,20,19,2,1.89,38,36.1,,9,,,2.42,2.69
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,4073,Southgate Elementary School,4,94,93,57,60.6,57,60.6,61.3,20,21.19,16,17,0,0,20,21.19,37,39.29,1,1,37,39.29,,3,,,93,92,60,64.5,60,64.5,65.2,6,6.4,26,27.89,0,0,33,35.39,27,29,1,1,33,35.39,,3,,,2.76,2.84
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,4073,Southgate Elementary School,5,110,109,72,65.4,72,65.4,66.1,21,19,16,14.5,0,0,41,37.2,31,28.1,1,0.9,38,34.5,,3,1,,108,105,59,54.6,59,54.6,56.2,13,12,33,30.5,0,0,27,25,32,29.6,3,2.7,49,45.29,,3,1,,2.72,2.66
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,4136,Sunset View Elementary School,3,89,89,39,43.79,39,43.79,43.8,23,25.8,27,30.3,0,0,25,28,14,15.69,0,0,50,56.1,,2,,,89,89,35,39.29,35,39.29,39.3,20,22.39,34,38.2,1,1.1,28,31.39,6,6.7,0,0,54,60.6,,3,,,2.33,2.2
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,4136,Sunset View Elementary School,4,80,80,56,70,56,70,70,10,12.5,14,17.5,0,0,24,30,32,40,0,0,24,30,,5,,,81,81,54,66.59,54,66.59,66.7,3,3.7,24,29.6,0,0,40,49.29,14,17.19,0,0,27,33.29,,4,,,2.98,2.8
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,4136,Sunset View Elementary School,5,76,76,42,55.2,42,55.2,55.3,21,27.6,13,17.1,2,2.6,24,31.5,16,21,0,0,34,44.7,,4,1,,76,76,19,25,19,25,25,25,32.79,32,42.1,1,1.3,15,19.69,3,3.89,0,0,57,75,,4,1,,2.4,1.92
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,4181,Lincoln Elementary School,3,89,85,50,56.1,50,56.1,58.8,11,12.3,24,26.89,0,0,28,31.39,22,24.69,4,4.4,39,43.79,,2,2,,88,84,51,57.89,51,57.89,60.7,12,13.59,21,23.8,1,1.1,33,37.5,17,19.3,4,4.5,37,42,,3,2,,2.59,2.51
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,4181,Lincoln Elementary School,4,94,92,77,81.9,77,81.9,83.7,11,11.69,4,4.2,0,0,27,28.69,50,53.1,2,2.1,17,18,,4,5,,94,93,70,74.4,70,74.4,75.3,8,8.5,15,15.9,0,0,36,38.2,34,36.1,1,1,24,25.5,,4,5,,3.19,2.99
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,4181,Lincoln Elementary School,5,82,79,50,60.89,50,60.89,63.3,16,19.5,13,15.8,0,0,30,36.5,20,24.3,3,3.6,32,39,,3,5,,84,82,42,50,42,50,51.2,12,14.19,28,33.29,0,0,25,29.69,17,20.19,2,2.29,42,50,,2,5,,2.58,2.51
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,4202,Cascade Elementary School,3,88,87,40,45.39,40,45.39,46,19,21.5,28,31.8,0,0,27,30.6,13,14.69,1,1.1,48,54.5,,2,,,88,87,45,51.1,45,51.1,51.7,12,13.59,30,34,0,0,34,38.6,11,12.5,1,1.1,43,48.79,,2,,,2.36,2.47
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,4202,Cascade Elementary School,4,92,91,53,57.6,53,57.6,58.2,15,16.3,23,25,0,0,26,28.19,27,29.3,1,1,39,42.29,,2,1,,91,90,46,50.5,46,50.5,51.1,12,13.09,32,35.1,0,0,30,32.89,16,17.5,1,1,45,49.39,,2,1,,2.68,2.52
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,4202,Cascade Elementary School,5,100,98,58,57.89,58,57.89,59.2,21,21,19,19,0,0,43,43,15,15,2,2,42,42,,,1,,100,98,36,36,36,36,36.7,32,32,30,30,0,0,17,17,19,19,2,2,64,64,,,1,,2.48,2.19
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,4418,Amistad Elementary School,3,103,103,11,10.59,11,10.59,10.7,58,56.29,34,33,0,0,9,8.69,2,1.89,0,0,92,89.29,,11,,,103,103,21,20.3,21,20.3,20.4,54,52.39,28,27.1,0,0,18,17.39,3,2.89,0,0,82,79.59,,11,,,1.56,1.7
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,4418,Amistad Elementary School,4,81,81,13,16,13,16,16,56,69.09,12,14.8,0,0,9,11.09,4,4.9,0,0,68,83.9,,6,,,81,81,16,19.69,16,19.69,19.8,33,40.7,32,39.5,0,0,10,12.3,6,7.4,0,0,65,80.2,,6,,,1.52,1.86
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,4418,Amistad Elementary School,5,85,83,19,22.3,19,22.3,22.9,46,54.1,18,21.1,0,0,16,18.8,3,3.5,2,2.29,66,77.59,,13,,,85,82,9,10.5,9,10.5,11,47,55.2,26,30.5,0,0,7,8.19,2,2.29,3,3.5,76,89.4,,13,,,1.67,1.5
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,4429,Horse Heaven Hills Middle School,6,308,307,174,56.39,174,56.39,56.7,56,18.1,77,25,2,0.6,121,39.2,51,16.5,1,0.3,134,43.5,,7,2,,307,305,145,47.2,145,47.2,47.5,53,17.19,107,34.79,0,0,84,27.3,61,19.8,2,0.6,162,52.7,,6,2,,2.52,2.48
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,4429,Horse Heaven Hills Middle School,7,299,298,181,60.5,181,60.5,60.7,40,13.3,77,25.69,4,1.3,139,46.39,38,12.69,1,0.3,118,39.39,,11,3,,298,297,118,39.5,118,39.5,39.7,72,24.1,107,35.89,2,0.6,67,22.39,49,16.39,1,0.3,180,60.39,,12,3,,2.55,2.29
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,4429,Horse Heaven Hills Middle School,8,301,299,161,53.39,161,53.39,53.8,53,17.6,85,28.19,7,2.29,120,39.79,34,11.19,2,0.6,140,46.5,,15,13,,300,297,100,33.29,100,33.29,33.7,101,33.6,96,32,0,0,56,18.6,44,14.59,3,1,200,66.59,,16,13,,2.38,2.12
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,4446,Ridge View Elementary School,3,98,97,69,70.4,69,70.4,71.1,10,10.19,18,18.3,3,3,31,31.6,35,35.7,1,1,29,29.5,,2,3,,98,97,58,59.1,58,59.1,59.8,10,10.19,29,29.5,0,0,34,34.6,24,24.39,1,1,40,40.79,,2,3,,2.84,2.71
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,4446,Ridge View Elementary School,4,93,90,73,78.4,73,78.4,81.1,9,9.59,8,8.59,0,0,30,32.2,43,46.2,3,3.2,20,21.5,,6,2,,93,90,70,75.2,70,75.2,77.8,5,5.29,15,16.1,0,0,42,45.1,28,30.1,3,3.2,23,24.69,,6,2,,3.08,2.93
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,4446,Ridge View Elementary School,5,89,87,61,68.5,61,68.5,70.1,15,16.8,11,12.3,2,2.2,24,26.89,35,39.29,2,2.2,28,31.39,,7,1,,89,87,41,46,41,46,47.1,24,26.89,22,24.69,0,0,19,21.3,22,24.69,2,2.2,48,53.89,,7,1,,2.79,2.39
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,4484,Southridge High School,11,376,53,36,9.5,36,9.5,67.9,9,2.29,8,2.1,0,0,19,5,17,4.5,323,85.9,340,90.4,,36,4,,376,8,5,1.3,5,1.3,62.5,0,0,3,0.7,0,0,2,0.5,3,0.7,368,97.79,371,98.59,,38,4,,0.39,0.06
2014-15,Educational Service District 123,03,Benton,03050,Paterson School District,2133,Paterson Elementary School,3,9,9,6,66.59,6,66.59,66.7,1,11.09,2,22.19,0,0,1,11.09,5,55.5,0,0,3,33.29,,,,,9,9,4,44.39,4,44.39,44.4,1,11.09,4,44.39,0,0,3,33.29,1,11.09,0,0,5,55.5,,,,,3.11,2.44
2014-15,Educational Service District 123,03,Benton,03050,Paterson School District,2133,Paterson Elementary School,4,16,12,6,37.5,6,37.5,50,5,31.19,1,6.2,0,0,3,18.69,3,18.69,4,25,10,62.5,,,,,16,12,4,25,4,25,33.3,3,18.69,5,31.19,0,0,2,12.5,2,12.5,4,25,12,75,,,,,1.74,1.69
2014-15,Educational Service District 123,03,Benton,03050,Paterson School District,2133,Paterson Elementary School,5,16,13,6,37.5,6,37.5,46.2,4,25,3,18.69,0,0,4,25,2,12.5,3,18.69,10,62.5,,,,,16,13,7,43.7,7,43.7,53.8,1,6.2,5,31.19,0,0,5,31.19,2,12.5,3,18.69,9,56.2,,,,,1.87,2.12
2014-15,Educational Service District 123,03,Benton,03050,Paterson School District,2133,Paterson Elementary School,6,16,15,14,87.5,14,87.5,93.3,0,0,1,6.2,0,0,5,31.19,9,56.2,1,6.2,2,12.5,,,,,16,15,10,62.5,10,62.5,66.7,0,0,5,31.19,0,0,3,18.69,7,43.7,1,6.2,6,37.5,,,,,3.31,2.93
2014-15,Educational Service District 123,03,Benton,03050,Paterson School District,2133,Paterson Elementary School,7,11,10,7,63.6,7,63.6,70,2,18.1,1,9,0,0,7,63.6,0,0,1,9,4,36.29,,1,,,11,10,5,45.39,5,45.39,50,2,18.1,3,27.19,0,0,5,45.39,0,0,1,9,6,54.5,,1,,,2.27,2.09
2014-15,Educational Service District 123,03,Benton,03050,Paterson School District,2133,Paterson Elementary School,8,19,17,15,78.9,15,78.9,88.2,0,0,2,10.5,0,0,2,10.5,13,68.4,2,10.5,4,21,,2,,,19,16,12,63.1,12,63.1,75,2,10.5,2,10.5,0,0,1,5.2,11,57.79,3,15.69,7,36.79,,2,,,3.26,2.78
2014-15,Educational Service District 123,03,Benton,03052,Kiona-Benton City School District,2759,Kiona-Benton City Primary School,3,109,105,29,26.6,29,26.6,27.6,46,42.2,30,27.5,0,0,23,21.1,6,5.5,4,3.6,80,73.29,,6,,,110,94,41,37.2,41,37.2,43.6,31,28.1,22,20,0,0,29,26.3,12,10.9,16,14.5,69,62.7,,6,,,1.83,1.91
2014-15,Educational Service District 123,03,Benton,03052,Kiona-Benton City School District,2904,Kiona-Benton City High School,11,134,103,45,33.5,45,33.5,43.7,27,20.1,31,23.1,0,0,31,23.1,14,10.4,31,23.1,89,66.4,,9,1,,133,98,14,10.5,14,10.5,14.3,53,39.79,31,23.3,0,0,11,8.19,3,2.2,35,26.3,119,89.4,,9,1,,1.77,1.2
2014-15,Educational Service District 123,03,Benton,03052,Kiona-Benton City School District,3961,Kiona-Benton City Middle School,6,106,102,34,32,34,32,33.3,42,39.6,26,24.5,0,0,28,26.39,6,5.59,4,3.7,72,67.9,,5,1,,108,104,16,14.8,16,14.8,15.4,51,47.2,37,34.2,0,0,10,9.19,6,5.5,4,3.7,92,85.09,,4,1,,1.9,1.65
2014-15,Educational Service District 123,03,Benton,03052,Kiona-Benton City School District,3961,Kiona-Benton City Middle School,7,110,96,36,32.7,36,32.7,37.5,27,24.5,33,30,0,0,30,27.19,6,5.4,14,12.69,74,67.2,,3,1,,111,97,19,17.1,19,17.1,19.6,35,31.5,43,38.7,0,0,14,12.59,5,4.5,14,12.59,92,82.79,,3,1,,1.88,1.65
2014-15,Educational Service District 123,03,Benton,03052,Kiona-Benton City School District,3961,Kiona-Benton City Middle School,8,111,107,34,30.6,34,30.6,31.8,31,27.89,42,37.79,0,0,29,26.1,5,4.5,4,3.6,77,69.29,,4,,,111,106,30,27,30,27,28.3,50,45,26,23.39,0,0,18,16.19,12,10.8,5,4.5,81,72.9,,4,,,2,1.84
2014-15,Educational Service District 123,03,Benton,03053,Finley School District,2367,River View High School,11,69,61,29,42,29,42,47.5,17,24.6,15,21.69,0,0,22,31.8,7,10.09,8,11.5,40,57.89,,11,,,69,57,11,15.9,11,15.9,19.3,30,43.39,16,23.1,0,0,7,10.09,4,5.7,12,17.3,58,84,,11,,,2.04,1.43
2014-15,Educational Service District 123,03,Benton,03053,Finley School District,3078,Finley Elementary,3,57,57,27,47.29,27,47.29,47.4,11,19.19,19,33.29,0,0,18,31.5,9,15.69,0,0,30,52.6,,2,,,56,56,19,33.89,19,33.89,33.9,20,35.7,17,30.3,0,0,15,26.69,4,7.09,0,0,37,66,,3,,,2.43,2.05
2014-15,Educational Service District 123,03,Benton,03053,Finley School District,3078,Finley Elementary,4,70,70,28,40,28,40,40,28,40,14,20,0,0,16,22.8,12,17.1,0,0,42,60,,,,,70,69,20,28.5,20,28.5,29,30,42.79,19,27.1,0,0,14,20,6,8.5,1,1.39,50,71.4,,,,,2.17,1.91
2014-15,Educational Service District 123,03,Benton,03053,Finley School District,3078,Finley Elementary,5,69,67,18,26,18,26,26.9,28,40.5,21,30.39,0,0,15,21.69,3,4.29,2,2.79,51,73.9,,2,,,69,67,15,21.69,15,21.69,22.4,33,47.79,19,27.5,0,0,9,13,6,8.59,2,2.79,54,78.2,,2,,,1.84,1.76
2014-15,Educational Service District 123,03,Benton,03053,Finley School District,4031,Finley Middle School,6,58,55,17,29.3,17,29.3,30.9,20,34.39,18,31,0,0,15,25.8,2,3.39,3,5.09,41,70.59,,4,,,58,55,15,25.8,15,25.8,27.3,16,27.5,24,41.29,0,0,12,20.6,3,5.09,3,5.09,43,74.09,,3,,,1.87,1.92
2014-15,Educational Service District 123,03,Benton,03053,Finley School District,4031,Finley Middle School,7,76,76,28,36.79,28,36.79,36.8,28,36.79,20,26.3,0,0,22,28.89,6,7.79,0,0,48,63.1,,1,,,74,74,19,25.6,19,25.6,25.7,29,39.1,26,35.1,0,0,13,17.5,6,8.09,0,0,55,74.29,,1,,,2.07,1.94
2014-15,Educational Service District 123,03,Benton,03053,Finley School District,4031,Finley Middle School,8,69,68,9,13,9,13,13.2,28,40.5,31,44.89,0,0,8,11.5,1,1.39,1,1.39,60,86.9,,4,,,68,67,7,10.19,7,10.19,10.4,45,66.09,15,22,0,0,4,5.79,3,4.4,1,1.39,61,89.7,,3,,,1.7,1.45
2014-15,Educational Service District 123,03,Benton,03116,Prosser School District,1728,Prosser Falls Education Center,11,16,10,3,18.69,3,18.69,30,5,31.19,2,12.5,0,0,2,12.5,1,6.2,6,37.5,13,81.2,,8,,,16,8,0,0,0,0,0,6,37.5,2,12.5,0,0,0,0,0,0,8,50,16,100,,8,,,1.18,0.63
2014-15,Educational Service District 123,03,Benton,03116,Prosser School District,2508,Prosser High School,11,225,80,35,15.5,35,15.5,43.8,24,10.59,21,9.3,0,0,20,8.8,15,6.59,145,64.4,190,84.4,,18,,,225,99,38,16.8,38,16.8,38.4,40,17.69,21,9.3,0,0,23,10.19,15,6.59,126,56,187,83.09,,19,,,0.82,0.93
2014-15,Educational Service District 123,03,Benton,03116,Prosser School District,2905,Whitstran Elementary,3,45,44,11,24.39,11,24.39,25,17,37.7,16,35.5,0,0,7,15.5,4,8.8,1,2.2,34,75.5,,1,,,45,44,28,62.2,28,62.2,63.6,9,20,7,15.5,0,0,17,37.7,11,24.39,1,2.2,17,37.7,,1,,,1.9,2.62
2014-15,Educational Service District 123,03,Benton,03116,Prosser School District,2905,Whitstran Elementary,4,42,40,12,28.5,12,28.5,30,18,42.79,10,23.8,0,0,7,16.6,5,11.9,2,4.7,30,71.4,,,,,42,41,17,40.39,17,40.39,41.5,12,28.5,12,28.5,0,0,13,30.89,4,9.5,1,2.29,25,59.5,,,,,1.88,2.16
2014-15,Educational Service District 123,03,Benton,03116,Prosser School District,2905,Whitstran Elementary,5,45,45,15,33.29,15,33.29,33.3,14,31.1,16,35.5,0,0,10,22.19,5,11.09,0,0,30,66.59,,,,,45,45,18,40,18,40,40,12,26.6,15,33.29,0,0,13,28.8,5,11.09,0,0,27,60,,,,,2.13,2.24
2014-15,Educational Service District 123,03,Benton,03116,Prosser School District,2906,Housel Middle School,6,211,211,102,48.29,102,48.29,48.3,47,22.19,62,29.3,0,0,69,32.7,33,15.59,0,0,109,51.6,,4,,,211,210,64,30.3,64,30.3,30.5,70,33.1,76,36,0,0,47,22.19,17,8,1,0.4,147,69.59,,4,,,2.41,2.04
2014-15,Educational Service District 123,03,Benton,03116,Prosser School District,2906,Housel Middle School,7,218,215,100,45.79,100,45.79,46.5,51,23.3,64,29.3,0,0,73,33.39,27,12.3,3,1.3,118,54.1,,11,,,219,214,81,36.89,81,36.89,37.9,74,33.7,59,26.89,0,0,49,22.3,32,14.59,5,2.2,138,63,,10,,,2.31,2.13
2014-15,Educational Service District 123,03,Benton,03116,Prosser School District,2906,Housel Middle School,8,209,208,101,48.29,101,48.29,48.6,41,19.6,66,31.5,0,0,75,35.79,26,12.4,1,0.4,108,51.6,,13,,,210,209,89,42.29,89,42.29,42.6,64,30.39,56,26.6,0,0,48,22.8,41,19.5,1,0.4,121,57.6,1,12,,,2.4,2.3
2014-15,Educational Service District 123,03,Benton,03116,Prosser School District,3316,Prosser Heights Elementary,3,152,152,82,53.89,82,53.89,53.9,38,25,32,21,1,0.6,36,23.6,45,29.6,0,0,70,46,,2,,,150,150,92,61.29,92,61.29,61.3,30,20,28,18.6,0,0,43,28.6,49,32.6,0,0,58,38.6,,3,,,2.56,2.73
2014-15,Educational Service District 123,03,Benton,03116,Prosser School District,3316,Prosser Heights Elementary,4,159,157,73,45.89,73,45.89,46.5,44,27.6,40,25.1,1,0.6,35,22,37,23.19,2,1.19,86,54,,8,,,161,157,63,39.1,63,39.1,40.1,39,24.19,55,34.1,1,0.6,48,29.8,14,8.59,4,2.39,98,60.79,,8,,,2.37,2.16
2014-15,Educational Service District 123,03,Benton,03116,Prosser School District,3316,Prosser Heights Elementary,5,156,156,67,42.89,67,42.89,42.9,53,33.89,36,23,0,0,51,32.6,16,10.19,0,0,89,57,,9,,,157,157,45,28.6,45,28.6,28.7,60,38.2,52,33.1,0,0,23,14.59,22,14,0,0,112,71.29,,9,,,2.18,2.04
2014-15,Educational Service District 123,03,Benton,03400,Richland School District,2642,Jefferson Elementary,3,85,85,44,51.7,44,51.7,51.8,22,25.8,19,22.3,0,0,14,16.39,30,35.2,0,0,41,48.2,,3,,,84,84,51,60.7,51,60.7,60.7,19,22.6,14,16.6,0,0,22,26.1,29,34.5,0,0,33,39.2,,4,,,2.6,2.72
2014-15,Educational Service District 123,03,Benton,03400,Richland School District,2642,Jefferson Elementary,4,62,61,31,50,31,50,50.8,18,29,12,19.3,0,0,17,27.39,14,22.5,1,1.6,31,50,,5,,,62,61,22,35.39,22,35.39,36.1,19,30.6,20,32.2,0,0,15,24.1,7,11.19,1,1.6,40,64.5,,5,,,2.4,2.12
2014-15,Educational Service District 123,03,Benton,03400,Richland School District,2642,Jefferson Elementary,5,62,62,32,51.6,32,51.6,51.6,18,29,12,19.3,0,0,16,25.8,16,25.8,0,0,30,48.29,1,4,,,62,62,25,40.29,25,40.29,40.3,22,35.39,15,24.1,0,0,13,20.89,12,19.3,0,0,37,59.6,1,4,,,2.48,2.23
